x,y,timestamp,encoder_1_deg,encoder_2_deg
414,400,366,64.07,57.83
414,401,380,64.07,57.83
414,401,395,64.07,57.83
414,402,412,64.07,57.83
414,402,428,64.07,57.83
414,405,444,64.07,57.83
414,406,462,64.07,57.83
414,409,478,64.07,57.83
414,411,494,64.07,57.83
414,414,512,64.07,57.83
414,416,528,64.07,57.83
414,419,544,64.07,57.83
414,421,562,64.07,57.74
413,423,578,64.07,57.74
411,427,597,64.07,57.74
410,429,612,64.07,57.74
408,430,626,64.07,57.74
406,431,643,64.07,57.74
402,433,660,64.07,57.74
399,434,677,64.07,57.74
396,434,694,64.07,57.74
392,436,709,64.07,57.74
389,437,725,64.07,57.74
385,437,740,64.07,57.74
382,437,756,64.25,57.92
378,437,773,64.25,57.92
374,436,790,64.25,57.92
370,435,805,64.25,57.92
366,434,821,64.25,57.92
364,433,837,64.25,57.92
361,431,854,64.16,58.27
357,429,871,64.16,58.27
354,426,889,64.16,58.27
352,423,904,64.16,58.27
349,421,920,64.16,58.27
346,417,936,64.16,58.27
343,414,952,64.07,58.62
341,411,970,64.07,58.62
339,407,987,64.07,58.62
338,403,1003,64.07,58.62
336,399,1021,64.07,58.62
335,395,1038,64.07,58.62
334,391,1052,64.07,58.62
334,387,1068,64.07,59.24
333,382,1085,64.07,59.24
332,378,1101,64.07,59.24
332,374,1118,64.07,59.24
332,369,1135,64.07,59.24
333,363,1151,64.07,59.24
333,360,1167,63.37,59.94
334,354,1184,63.37,59.94
335,346,1201,63.37,59.94
337,341,1219,63.37,59.94
338,338,1234,63.37,59.94
340,332,1250,63.37,59.94
343,326,1268,61.96,60.47
346,321,1284,61.96,60.47
350,316,1301,61.96,60.47
353,311,1318,61.96,60.47
357,306,1335,61.96,60.47
360,302,1350,61.96,60.47
365,298,1366,60.82,61.08
370,294,1382,60.82,61.08
375,290,1399,60.82,61.08
380,287,1416,60.82,61.08
386,284,1433,60.82,61.08
390,282,1449,60.82,61.08
396,280,1466,60.21,61.08
401,278,1482,60.21,61.08
406,277,1499,60.21,61.08
411,276,1516,60.21,61.08
415,275,1532,60.21,61.08
419,275,1549,60.21,61.08
423,275,1566,60.12,61.00
428,276,1583,60.12,61.00
432,277,1600,60.12,61.00
436,278,1616,60.12,61.00
440,279,1632,60.12,61.00
444,280,1649,60.12,61.00
448,282,1665,60.03,60.64
451,284,1682,60.03,60.64
455,287,1699,60.03,60.64
459,290,1715,60.03,60.64
462,293,1731,60.03,60.64
466,295,1748,60.03,60.64
469,298,1764,60.03,60.03
471,302,1781,60.03,60.03
473,305,1796,60.03,60.03
478,308,1812,60.03,60.03
482,311,1828,60.03,60.03
486,314,1845,60.03,60.03
490,318,1862,60.03,60.03
494,320,1880,60.03,59.50
498,322,1895,60.03,59.50
502,326,1913,60.03,59.50
506,329,1928,60.03,59.50
511,332,1943,60.03,59.50
515,336,1960,60.03,59.50
519,340,1978,60.47,58.71
523,344,1994,60.47,58.71
526,347,2011,60.47,58.71
530,352,2028,60.47,58.71
533,356,2044,60.47,58.71
536,361,2061,60.47,58.71
538,366,2077,61.52,57.92
541,370,2094,61.52,57.92
542,374,2111,61.52,57.92
544,378,2127,61.52,57.92
546,382,2143,61.52,57.92
546,386,2161,61.52,57.92
546,390,2177,62.49,57.39
546,395,2193,62.49,57.39
546,399,2209,62.49,57.39
545,403,2224,62.49,57.39
544,408,2242,62.49,57.39
542,413,2258,62.49,57.39
541,417,2275,63.46,57.13
540,423,2292,63.46,57.13
538,428,2308,63.46,57.13
536,434,2326,63.46,57.13
534,439,2343,63.46,57.13
531,444,2358,63.46,57.13
530,451,2374,64.86,56.78
527,457,2391,64.86,56.78
525,463,2407,64.86,56.78
522,471,2423,64.86,56.78
519,476,2439,64.86,56.78
516,482,2455,64.86,56.78
512,489,2472,64.86,56.78
509,494,2487,66.36,56.43
506,498,2504,66.36,56.43
502,505,2521,66.36,56.43
498,510,2537,66.36,56.43
494,514,2554,66.36,56.43
490,518,2571,66.36,56.43
488,520,2586,67.41,56.25
484,524,2602,67.41,56.25
478,529,2619,67.41,56.25
473,532,2637,67.41,56.25
467,536,2654,67.41,56.25
462,539,2670,67.41,56.25
457,542,2688,68.03,56.25
453,543,2702,68.03,56.25
444,546,2719,68.03,56.25
441,547,2735,68.03,56.25
434,550,2750,68.03,56.25
427,551,2767,68.03,56.25
421,553,2785,68.38,56.51
415,554,2801,68.38,56.51
405,556,2820,68.38,56.51
397,556,2835,68.38,56.51
389,557,2852,68.38,56.51
384,557,2868,68.38,56.51
374,558,2884,68.29,57.04
366,557,2901,68.29,57.04
358,557,2917,68.29,57.04
351,557,2933,68.29,57.04
344,556,2950,68.29,57.04
336,556,2967,68.29,57.04
329,554,2984,68.38,57.83
326,554,3000,68.38,57.83
322,554,3016,68.38,57.83
316,552,3033,68.38,57.83
310,550,3050,68.38,57.83
304,549,3066,68.38,57.83
298,546,3083,68.38,58.54
293,545,3100,68.38,58.54
287,543,3116,68.38,58.54
282,541,3132,68.38,58.54
277,538,3150,68.38,58.54
272,535,3166,68.38,58.54
267,532,3183,68.38,58.54
262,529,3199,68.29,59.59
258,526,3215,68.29,59.59
253,522,3231,68.29,59.59
248,518,3249,68.29,59.59
245,516,3265,68.29,59.59
240,511,3281,68.29,59.59
238,508,3296,68.20,60.82
233,504,3314,68.20,60.82
231,498,3331,68.20,60.82
228,494,3347,68.20,60.82
226,488,3363,68.20,60.82
224,481,3380,68.20,60.82
222,469,3395,67.06,62.31
220,461,3413,67.06,62.31
220,454,3428,67.06,62.31
219,446,3446,67.06,62.31
219,438,3462,67.06,62.31
220,430,3480,67.06,62.31
220,423,3495,65.39,63.37
221,412,3513,65.39,63.37
221,406,3528,65.39,63.37
222,395,3547,65.39,63.37
222,386,3563,65.39,63.37
222,378,3579,65.39,63.37
223,373,3596,63.19,64.42
223,362,3613,63.19,64.42
224,356,3628,63.19,64.42
225,347,3644,63.19,64.42
226,339,3662,63.19,64.42
226,331,3678,63.19,64.42
226,325,3695,60.91,65.13
226,318,3714,60.91,65.13
226,316,3728,60.91,65.13
227,310,3745,60.91,65.13
227,304,3761,60.91,65.13
227,298,3778,60.91,65.13
227,293,3793,60.91,65.13
227,287,3809,59.24,66.01
227,283,3827,59.24,66.01
227,278,3843,59.24,66.01
227,274,3860,59.24,66.01
228,270,3877,59.24,66.01
229,266,3893,59.24,66.01
230,263,3910,58.01,66.71
230,261,3927,58.01,66.71
232,258,3943,58.01,66.71
233,257,3957,58.01,66.71
233,255,3973,58.01,66.71
236,252,3991,58.01,66.71
238,250,4010,57.39,66.97
240,248,4022,57.39,66.97
243,245,4043,57.39,66.97
245,243,4058,57.39,66.97
248,240,4074,57.39,66.97
251,236,4090,57.39,66.97
255,233,4107,57.04,67.15
259,231,4125,57.04,67.15
264,228,4141,57.04,67.15
269,224,4157,57.04,67.15
274,221,4172,57.04,67.15
279,217,4189,57.04,67.15
285,213,4206,56.07,67.15
290,209,4223,56.07,67.15
296,206,4238,56.07,67.15
302,202,4255,56.07,67.15
308,199,4272,56.07,67.15
314,195,4289,56.07,67.15
321,192,4307,55.20,66.97
327,189,4322,55.20,66.97
333,186,4339,55.20,66.97
342,182,4355,55.20,66.97
347,181,4372,55.20,66.97
353,178,4389,55.20,66.97
361,175,4406,54.76,66.71
366,174,4424,54.76,66.71
372,173,4440,54.76,66.71
379,171,4456,54.76,66.71
386,169,4474,54.76,66.71
392,167,4489,54.76,66.71
398,166,4506,54.32,66.62
404,166,4522,54.32,66.62
410,165,4541,54.32,66.62
416,165,4556,54.32,66.62
421,165,4574,54.32,66.62
428,164,4589,54.32,66.62
434,164,4606,54.32,66.62
440,164,4622,54.23,66.09
444,165,4639,54.23,66.09
450,166,4655,54.23,66.09
457,166,4672,54.23,66.09
460,167,4687,54.23,66.09
466,168,4703,54.23,66.09
471,170,4720,54.23,65.65
