x,y,timestamp,encoder_1_deg,encoder_2_deg
412,398,286,60.03,60.29
411,398,301,60.03,60.29
411,398,318,60.03,60.29
411,398,334,60.03,60.29
412,398,350,60.03,60.29
412,398,367,60.03,60.29
413,399,383,60.03,60.29
414,401,400,60.03,60.29
414,402,418,60.03,60.38
415,405,436,60.03,60.38
416,407,451,60.03,60.38
416,410,468,60.03,60.38
415,413,485,60.03,60.38
414,416,501,60.03,60.38
413,419,518,59.94,60.29
411,425,534,59.94,60.29
408,429,550,59.94,60.29
405,432,568,59.94,60.29
400,435,584,59.94,60.29
394,438,600,59.94,60.29
390,441,619,60.03,60.38
383,442,634,60.03,60.38
378,446,650,60.03,60.38
371,446,668,60.03,60.38
366,446,686,60.03,60.38
361,446,700,60.03,60.38
357,444,717,59.94,60.56
352,442,733,59.94,60.56
348,440,750,59.94,60.56
344,438,767,59.94,60.56
340,434,783,59.94,60.56
336,431,800,59.94,60.56
333,427,816,60.03,61.26
330,421,833,60.03,61.26
327,417,849,60.03,61.26
326,414,865,60.03,61.26
323,409,882,60.03,61.26
322,404,900,60.03,61.26
320,399,916,58.97,62.31
319,394,932,58.97,62.31
318,388,949,58.97,62.31
318,382,966,58.97,62.31
319,376,982,58.97,62.31
320,370,999,58.97,62.31
322,362,1017,57.66,63.90
323,357,1032,57.66,63.90
326,350,1050,57.66,63.90
327,344,1067,57.66,63.90
330,338,1083,57.66,63.90
333,331,1100,57.66,63.90
336,326,1117,55.99,65.83
340,319,1133,55.99,65.83
344,314,1151,55.99,65.83
348,309,1169,55.99,65.83
353,304,1186,55.99,65.83
358,300,1202,55.99,65.83
362,296,1220,54.67,66.18
367,292,1236,54.67,66.18
373,290,1253,54.67,66.18
378,287,1269,54.67,66.18
384,286,1287,54.67,66.18
390,284,1304,54.67,66.18
397,283,1320,54.14,66.27
403,283,1337,54.14,66.27
410,282,1353,54.14,66.27
417,282,1370,54.14,66.27
421,283,1387,54.14,66.27
429,284,1405,54.14,66.27
435,286,1421,54.14,65.48
442,287,1439,54.14,65.48
446,289,1455,54.14,65.48
458,293,1470,54.14,65.48
461,294,1488,54.14,65.48
466,297,1505,54.14,65.48
471,300,1521,54.14,65.48
480,306,1539,54.14,64.16
484,309,1555,54.14,64.16
490,313,1572,54.14,64.16
496,320,1589,54.14,64.16
500,323,1604,54.14,64.16
505,330,1620,54.67,62.31
510,336,1636,54.67,62.31
514,342,1652,54.67,62.31
520,350,1669,54.67,62.31
525,362,1685,54.67,62.31
527,370,1701,54.67,62.31
529,376,1717,54.67,62.31
531,385,1734,56.43,61.08
532,393,1751,56.43,61.08
533,401,1767,56.43,61.08
532,410,1783,56.43,61.08
531,419,1799,56.43,61.08
530,428,1816,56.43,61.08
