x,y,timestamp,encoder_1_deg,encoder_2_deg
410,397,316,64.78,58.97
410,397,328,64.78,58.97
410,398,345,64.78,58.97
410,398,362,64.78,58.97
410,398,379,64.78,58.97
411,398,395,64.78,58.97
413,399,412,64.78,58.97
414,401,428,64.78,58.97
416,402,445,64.78,58.97
417,403,461,64.78,58.97
417,406,480,64.78,58.97
417,407,495,64.78,58.97
417,410,513,64.86,58.97
417,413,529,64.86,58.97
417,415,543,64.86,58.97
414,419,560,64.86,58.97
412,425,577,64.86,58.97
409,430,593,64.86,58.97
406,434,610,65.04,58.71
401,438,629,65.04,58.71
396,442,646,65.04,58.71
391,444,662,65.04,58.71
386,446,679,65.04,58.71
382,448,694,65.04,58.71
378,450,709,65.57,58.80
373,450,725,65.57,58.80
368,450,742,65.57,58.80
363,450,760,65.57,58.80
359,448,773,65.57,58.80
355,446,791,65.57,58.80
351,444,808,65.65,59.24
347,442,823,65.65,59.24
343,439,840,65.65,59.24
340,435,856,65.65,59.24
338,430,872,65.65,59.24
335,426,889,65.65,59.24
333,421,906,65.65,59.24
331,416,923,65.65,60.21
329,410,940,65.65,60.21
328,404,956,65.65,60.21
327,398,971,65.65,60.21
326,393,990,65.65,60.21
326,387,1006,65.65,60.21
325,383,1023,65.21,61.35
324,378,1041,65.21,61.35
323,374,1056,65.21,61.35
323,370,1074,65.21,61.35
324,366,1090,65.21,61.35
325,361,1106,65.21,61.35
326,358,1121,64.25,62.14
327,353,1137,64.25,62.14
329,348,1153,64.25,62.14
331,342,1172,64.25,62.14
334,338,1187,64.25,62.14
336,333,1204,64.25,62.14
339,328,1220,63.02,62.67
342,322,1238,63.02,62.67
346,318,1253,63.02,62.67
349,314,1271,63.02,62.67
353,309,1287,63.02,62.67
356,306,1304,63.02,62.67
360,302,1321,61.88,63.11
363,298,1337,61.88,63.11
367,296,1352,61.88,63.11
372,294,1370,61.88,63.11
377,291,1386,61.88,63.11
380,290,1402,61.88,63.11
384,289,1417,61.61,63.19
389,287,1434,61.61,63.19
394,286,1451,61.61,63.19
400,286,1468,61.61,63.19
406,286,1485,61.61,63.19
409,287,1501,61.61,63.19
414,287,1517,61.61,63.19
417,288,1534,61.52,62.93
423,289,1552,61.52,62.93
429,290,1569,61.52,62.93
432,291,1584,61.52,62.93
436,292,1601,61.52,62.93
441,294,1617,61.52,62.93
444,296,1634,61.52,62.40
450,298,1650,61.52,62.40
454,299,1666,61.52,62.40
