x,y,timestamp,encoder_1_deg,encoder_2_deg
421,400,388,62.58,59.77
421,401,398,62.58,59.77
421,401,415,62.58,59.77
421,402,433,62.58,59.77
421,403,450,62.58,59.77
421,404,465,62.58,59.77
421,406,480,62.58,59.59
421,406,499,62.58,59.59
421,409,515,62.58,59.59
419,410,534,62.58,59.59
417,414,550,62.58,59.59
417,416,566,62.58,59.59
415,419,582,62.58,59.50
414,421,599,62.58,59.50
411,426,615,62.58,59.50
409,430,632,62.58,59.50
406,433,649,62.58,59.50
402,435,666,62.58,59.50
399,438,684,62.75,59.33
395,441,700,62.75,59.33
391,442,717,62.75,59.33
387,444,733,62.75,59.33
384,444,750,62.75,59.33
380,444,767,62.75,59.33
377,442,783,63.02,59.68
373,442,799,63.02,59.68
369,439,816,63.02,59.68
365,438,832,63.02,59.68
361,434,848,63.02,59.68
357,432,864,63.02,59.68
353,429,881,62.93,60.47
349,425,899,62.93,60.47
345,421,914,62.93,60.47
342,419,929,62.93,60.47
338,415,945,62.93,60.47
334,411,963,62.93,60.47
330,407,979,62.93,61.00
326,403,995,62.93,61.00
323,399,1011,62.93,61.00
321,394,1026,62.93,61.00
318,390,1043,62.93,61.00
316,385,1062,62.93,61.00
314,379,1078,62.93,61.00
314,374,1094,62.14,61.00
314,370,1113,62.14,61.00
314,364,1130,62.14,61.00
315,359,1146,62.14,61.00
317,354,1161,62.14,61.00
318,348,1177,62.14,61.00
322,343,1195,60.91,61.35
325,338,1213,60.91,61.35
328,333,1229,60.91,61.35
332,328,1246,60.91,61.35
337,323,1263,60.91,61.35
342,319,1280,60.91,61.35
347,315,1297,59.59,61.70
353,312,1313,59.59,61.70
358,309,1330,59.59,61.70
364,306,1346,59.59,61.70
370,302,1362,59.59,61.70
376,299,1378,59.59,61.70
382,297,1395,59.06,61.61
389,294,1410,59.06,61.61
398,292,1427,59.06,61.61
403,291,1442,59.06,61.61
408,290,1461,59.06,61.61
415,290,1478,59.06,61.61
421,290,1494,58.89,61.35
427,290,1510,58.89,61.35
433,290,1527,58.89,61.35
437,291,1542,58.89,61.35
442,293,1557,58.89,61.35
446,295,1574,58.89,61.35
452,298,1589,58.80,61.00
458,300,1607,58.80,61.00
462,303,1623,58.80,61.00
467,306,1639,58.80,61.00
471,309,1655,58.80,61.00
476,312,1672,58.80,61.00
481,315,1690,58.80,60.73
485,318,1706,58.80,60.73
488,322,1723,58.80,60.73
492,327,1740,58.80,60.73
494,331,1755,58.80,60.73
498,336,1771,58.80,60.73
500,340,1788,58.80,60.73
503,344,1805,59.24,60.03
506,348,1822,59.24,60.03
509,353,1839,59.24,60.03
512,357,1855,59.24,60.03
516,362,1873,59.24,60.03
518,366,1890,59.24,60.03
522,371,1907,60.38,59.15
526,378,1924,60.38,59.15
528,381,1939,60.38,59.15
530,386,1956,60.38,59.15
533,391,1973,60.38,59.15
535,397,1989,60.38,59.15
538,402,2006,61.79,57.92
540,408,2021,61.79,57.92
542,414,2037,61.79,57.92
543,419,2054,61.79,57.92
544,425,2070,61.79,57.92
545,430,2086,61.79,57.92
545,437,2103,63.28,56.87
543,442,2120,63.28,56.87
542,450,2137,63.28,56.87
540,456,2153,63.28,56.87
538,462,2169,63.28,56.87
535,469,2185,63.28,56.87
533,475,2202,65.04,55.99
530,481,2219,65.04,55.99
526,487,2235,65.04,55.99
523,492,2252,65.04,55.99
518,498,2269,65.04,55.99
513,504,2286,65.04,55.99
507,510,2302,66.62,55.55
502,514,2318,66.62,55.55
494,519,2335,66.62,55.55
485,526,2352,66.62,55.55
473,530,2368,66.62,55.55
467,534,2385,66.62,55.55
459,538,2402,67.50,55.63
450,541,2418,67.50,55.63
442,543,2434,67.50,55.63
434,546,2452,67.50,55.63
426,548,2468,67.50,55.63
417,550,2484,67.50,55.63
409,551,2502,67.50,55.63
400,552,2517,67.68,56.07
391,553,2534,67.68,56.07
383,553,2552,67.68,56.07
378,553,2565,67.68,56.07
366,553,2585,67.68,56.07
358,552,2601,67.68,56.07
350,551,2617,67.68,56.95
345,550,2632,67.68,56.95
337,549,2647,67.68,56.95
329,547,2665,67.68,56.95
322,546,2681,67.68,56.95
314,544,2697,67.68,56.95
306,542,2713,67.68,58.36
299,539,2730,67.68,58.36
294,537,2746,67.68,58.36
286,534,2762,67.68,58.36
278,530,2780,67.68,58.36
276,529,2794,67.68,58.36
273,526,2812,67.50,58.71
266,521,2830,67.50,58.71
262,518,2844,67.50,58.71
257,513,2860,67.50,58.71
251,507,2877,67.50,58.71
246,502,2894,67.50,58.71
238,492,2911,66.53,59.59
232,482,2926,66.53,59.59
227,473,2942,66.53,59.59
223,465,2958,66.53,59.59
219,457,2975,66.53,59.59
216,446,2991,66.53,59.59
214,438,3007,66.53,59.59
210,429,3024,64.42,61.70
208,417,3041,64.42,61.70
207,407,3058,64.42,61.70
207,400,3073,64.42,61.70
207,389,3090,64.42,61.70
207,377,3106,64.42,61.70
208,362,3125,61.96,64.07
209,351,3143,61.96,64.07
209,344,3158,61.96,64.07
210,333,3173,61.96,64.07
214,323,3190,61.96,64.07
215,314,3205,61.96,64.07
218,305,3222,59.15,66.45
221,296,3238,59.15,66.45
223,289,3255,59.15,66.45
226,284,3270,59.15,66.45
229,276,3287,59.15,66.45
233,269,3304,59.15,66.45
234,265,3320,56.95,67.85
239,258,3339,56.95,67.85
242,254,3355,56.95,67.85
245,250,3370,56.95,67.85
