x,y,timestamp,encoder_1_deg,encoder_2_deg
410,402,216,62.75,56.51
410,403,230,62.75,56.51
410,403,247,62.75,56.69
409,403,264,62.75,56.69
409,404,281,62.75,56.69
409,404,297,62.75,56.69
409,404,313,62.75,56.69
410,404,330,62.75,56.69
410,404,347,62.75,56.69
410,405,363,62.75,56.69
410,406,380,62.75,56.69
411,406,397,62.75,56.69
411,407,412,62.75,56.69
412,409,429,62.75,56.69
412,411,445,62.75,56.69
413,413,462,62.75,56.69
412,415,480,62.75,56.69
412,417,496,62.75,56.69
411,419,512,62.75,56.69
410,421,528,62.75,56.69
410,423,545,63.02,56.69
407,427,563,63.02,56.69
406,430,579,63.02,56.69
402,434,595,63.02,56.69
400,438,612,63.02,56.69
397,441,629,63.02,56.69
394,444,645,63.90,56.60
391,446,662,63.90,56.60
388,448,678,63.90,56.60
385,450,695,63.90,56.60
382,451,712,63.90,56.60
380,452,728,63.90,56.60
377,453,746,64.07,56.69
374,453,763,64.07,56.69
370,452,779,64.07,56.69
367,451,796,64.07,56.69
365,450,814,64.07,56.69
361,450,829,64.07,56.69
358,448,846,64.07,57.13
354,446,862,64.07,57.13
351,444,878,64.07,57.13
347,442,895,64.07,57.13
344,440,912,64.07,57.13
341,438,929,64.07,57.13
338,434,945,64.07,57.66
335,432,962,64.07,57.66
333,429,979,64.07,57.66
330,426,995,64.07,57.66
328,423,1013,64.07,57.66
326,419,1028,64.07,57.66
325,417,1045,64.07,57.66
323,414,1063,63.98,57.30
322,410,1079,63.98,57.30
321,407,1096,63.98,57.30
320,405,1112,63.98,57.30
319,402,1129,63.98,57.30
318,399,1146,63.81,57.92
318,397,1164,63.81,57.92
318,394,1179,63.81,57.92
317,391,1196,63.81,57.92
316,388,1213,63.81,57.92
316,385,1230,63.81,57.92
316,382,1245,63.81,57.92
316,378,1265,63.46,58.54
316,374,1280,63.46,58.54
316,371,1297,63.46,58.54
317,367,1314,63.46,58.54
318,363,1330,63.46,58.54
318,359,1346,63.46,58.54
319,355,1363,62.58,59.33
321,351,1380,62.58,59.33
322,347,1396,62.58,59.33
324,344,1414,62.58,59.33
326,340,1429,62.58,59.33
328,337,1446,62.58,59.33
330,334,1461,61.70,59.94
333,331,1479,61.70,59.94
337,326,1497,61.70,59.94
338,325,1511,61.70,59.94
342,322,1527,61.70,59.94
346,319,1543,61.70,59.94
350,316,1559,61.00,59.94
354,314,1575,61.00,59.94
358,312,1591,61.00,59.94
363,310,1608,61.00,59.94
367,308,1624,61.00,59.94
370,306,1640,61.00,59.94
377,304,1658,60.64,59.85
382,302,1675,60.64,59.85
386,300,1691,60.64,59.85
390,299,1707,60.64,59.85
396,298,1725,60.64,59.85
400,298,1740,60.64,59.85
406,297,1756,60.47,59.68
410,295,1773,60.47,59.68
416,294,1790,60.47,59.68
421,294,1807,60.47,59.68
427,294,1823,60.47,59.68
432,294,1839,60.47,59.68
438,294,1856,60.47,59.68
442,294,1872,60.47,59.24
448,294,1888,60.47,59.24
454,294,1906,60.47,59.24
459,294,1922,60.47,59.24
464,295,1939,60.47,59.24
469,297,1955,60.47,59.24
473,298,1971,60.47,58.97
478,300,1988,60.47,58.97
482,302,2004,60.47,58.97
486,303,2021,60.47,58.97
490,305,2038,60.47,58.97
494,306,2054,60.47,58.97
498,309,2068,60.38,58.45
500,312,2086,60.38,58.45
502,315,2102,60.38,58.45
506,318,2118,60.38,58.45
509,322,2136,60.38,58.45
512,326,2152,60.38,58.45
515,331,2169,60.47,58.10
518,336,2186,60.47,58.10
522,340,2202,60.47,58.10
526,344,2219,60.47,58.10
528,349,2235,60.47,58.10
530,352,2249,60.47,58.10
533,358,2264,60.91,57.22
535,363,2282,60.91,57.22
538,369,2297,60.91,57.22
541,374,2314,60.91,57.22
543,379,2330,60.91,57.22
546,386,2351,60.91,57.22
547,390,2366,60.91,57.22
550,397,2384,62.31,56.07
551,401,2398,62.31,56.07
552,406,2414,62.31,56.07
553,410,2432,62.31,56.07
554,417,2449,62.31,56.07
554,419,2464,62.31,56.07
555,425,2479,63.46,55.28
555,430,2497,63.46,55.28
555,434,2514,63.46,55.28
555,439,2530,63.46,55.28
554,444,2546,63.46,55.28
554,450,2564,63.46,55.28
552,456,2579,64.86,54.76
550,462,2596,64.86,54.76
549,467,2612,64.86,54.76
546,473,2628,64.86,54.76
543,479,2644,64.86,54.76
540,485,2660,64.86,54.76
536,490,2677,66.36,54.32
532,496,2693,66.36,54.32
528,503,2710,66.36,54.32
523,509,2726,66.36,54.32
518,515,2743,66.36,54.32
512,521,2760,66.36,54.32
506,526,2776,67.76,54.05
498,532,2793,67.76,54.05
489,539,2810,67.76,54.05
478,546,2827,67.76,54.05
471,550,2842,67.76,54.05
464,554,2859,67.76,54.05
458,556,2875,68.91,54.14
451,559,2889,68.91,54.14
444,562,2906,68.91,54.14
437,563,2923,68.91,54.14
429,565,2940,68.91,54.14
421,566,2957,68.91,54.14
414,566,2973,68.91,54.14
406,567,2989,69.17,54.49
398,568,3006,69.17,54.49
390,568,3022,69.17,54.49
384,568,3038,69.17,54.49
378,567,3055,69.17,54.49
369,566,3072,69.17,54.49
362,566,3088,69.17,55.20
359,565,3105,69.17,55.20
356,564,3122,69.17,55.20
350,562,3138,69.17,55.20
344,561,3153,69.17,55.20
338,559,3171,69.17,55.20
333,557,3188,69.26,56.16
328,554,3205,69.26,56.16
322,553,3222,69.26,56.16
318,550,3238,69.26,56.16
312,549,3254,69.26,56.16
307,546,3271,69.26,56.16
302,544,3288,69.17,56.95
297,542,3305,69.17,56.95
292,539,3321,69.17,56.95
287,537,3338,69.17,56.95
282,534,3355,69.17,56.95
277,532,3371,69.17,56.95
274,530,3387,69.08,57.30
269,528,3403,69.08,57.30
264,526,3417,69.08,57.30
260,522,3435,69.08,57.30
255,519,3451,69.08,57.30
249,515,3473,69.08,57.30
245,511,3491,68.29,58.27
241,507,3505,68.29,58.27
236,502,3524,68.29,58.27
233,498,3539,68.29,58.27
230,492,3556,68.29,58.27
227,489,3570,68.29,58.27
224,483,3586,66.80,59.77
221,478,3603,66.80,59.77
217,467,3620,66.80,59.77
214,459,3636,66.80,59.77
211,451,3651,66.80,59.77
209,442,3667,66.80,59.77
208,436,3684,66.80,59.77
207,430,3701,64.95,61.35
206,421,3717,64.95,61.35
205,414,3735,64.95,61.35
204,407,3751,64.95,61.35
203,403,3767,64.95,61.35
202,395,3784,64.95,61.35
202,386,3800,63.11,63.28
202,382,3816,63.11,63.28
201,375,3834,63.11,63.28
201,373,3848,63.11,63.28
200,366,3867,63.11,63.28
200,360,3885,63.11,63.28
199,354,3901,61.26,64.95
200,350,3916,61.26,64.95
200,342,3932,61.26,64.95
201,336,3948,61.26,64.95
202,330,3965,61.26,64.95
203,324,3982,61.26,64.95
206,318,3998,59.50,66.45
207,313,4015,59.50,66.45
209,307,4032,59.50,66.45
211,301,4048,59.50,66.45
215,296,4065,59.50,66.45
218,290,4080,59.50,66.45
222,286,4097,58.18,67.15
225,282,4115,58.18,67.15
229,278,4130,58.18,67.15
231,276,4145,58.18,67.15
236,270,4164,58.18,67.15
241,267,4181,58.18,67.15
243,265,4197,57.22,67.32
249,260,4214,57.22,67.32
254,256,4231,57.22,67.32
259,252,4247,57.22,67.32
265,247,4265,57.22,67.32
270,242,4281,57.22,67.32
275,238,4298,56.34,67.32
281,233,4315,56.34,67.32
286,229,4331,56.34,67.32
290,226,4346,56.34,67.32
298,219,4365,56.34,67.32
302,216,4380,56.34,67.32
307,209,4397,56.34,67.32
314,206,4413,55.20,67.32
319,202,4430,55.20,67.32
326,198,4446,55.20,67.32
334,192,4466,55.20,67.32
338,190,4480,55.20,67.32
345,186,4496,54.23,67.41
351,182,4515,54.23,67.41
357,178,4531,54.23,67.41
366,174,4549,54.23,67.41
372,171,4566,54.23,67.41
378,169,4582,54.23,67.41
385,166,4599,54.23,67.41
391,164,4617,53.53,67.32
402,162,4633,53.53,67.32
405,161,4650,53.53,67.32
411,159,4667,53.53,67.32
417,158,4681,53.53,67.32
421,158,4697,53.53,67.32
429,158,4714,53.17,67.06
434,158,4729,53.17,67.06
440,159,4746,53.17,67.06
446,159,4762,53.17,67.06
453,160,4779,53.17,67.06
459,162,4796,53.17,67.06
466,163,4811,53.17,66.62
471,165,4829,53.17,66.62
477,166,4845,53.17,66.62
482,169,4861,53.17,66.62
488,171,4878,53.17,66.62
494,174,4895,53.17,66.62
498,177,4912,53.26,65.65
504,180,4928,53.26,65.65
510,183,4944,53.26,65.65
515,186,4960,53.26,65.65
521,190,4977,53.26,65.65
526,194,4994,53.26,65.65
530,198,5010,53.35,64.51
535,201,5027,53.35,64.51
541,204,5044,53.35,64.51
546,207,5061,53.35,64.51
551,210,5077,53.35,64.51
557,215,5094,53.35,64.51
562,220,5112,53.88,63.02
568,225,5128,53.88,63.02
574,229,5143,53.88,63.02
579,233,5161,53.88,63.02
584,238,5176,53.88,63.02
590,243,5192,53.88,63.02
595,249,5209,55.28,61.17
600,254,5226,55.28,61.17
606,260,5242,55.28,61.17
610,266,5260,55.28,61.17
615,273,5275,55.28,61.17
619,278,5291,55.28,61.17
623,285,5307,55.28,61.17
630,300,5325,57.22,58.89
634,308,5342,57.22,58.89
635,313,5356,57.22,58.89
639,323,5375,57.22,58.89
641,331,5390,57.22,58.89
642,338,5407,57.22,58.89
643,350,5424,59.50,56.87
644,359,5441,59.50,56.87
644,369,5458,59.50,56.87
645,378,5475,59.50,56.87
646,388,5491,59.50,56.87
646,397,5508,59.50,56.87
646,406,5525,62.23,55.02
647,415,5542,62.23,55.02
647,425,5559,62.23,55.02
648,433,5575,62.23,55.02
649,442,5593,62.23,55.02
649,450,5607,62.23,55.02
649,458,5625,65.04,53.70
650,466,5641,65.04,53.70
650,473,5659,65.04,53.70
650,483,5676,65.04,53.70
649,492,5694,65.04,53.70
648,498,5708,65.04,53.70
646,509,5727,67.59,52.65
645,514,5741,67.59,52.65
641,526,5759,67.59,52.65
637,534,5775,67.59,52.65
632,543,5792,67.59,52.65
628,549,5806,67.59,52.65
622,557,5824,69.79,51.86
615,565,5839,69.79,51.86
609,573,5855,69.79,51.86
601,580,5872,69.79,51.86
592,587,5888,69.79,51.86
584,594,5904,69.79,51.86
575,601,5920,71.72,51.59
565,606,5937,71.72,51.59
555,612,5953,71.72,51.59
546,618,5969,71.72,51.59
538,621,5986,71.72,51.59
525,627,6004,71.72,51.59
518,630,6016,71.72,51.59
506,634,6034,73.04,51.77
494,638,6050,73.04,51.77
484,641,6066,73.04,51.77
469,644,6086,73.04,51.77
461,646,6099,73.04,51.77
448,648,6116,73.04,51.77
438,650,6132,73.30,52.38
426,652,6148,73.30,52.38
414,654,6165,73.30,52.38
402,655,6181,73.30,52.38
390,657,6196,73.30,52.38
378,658,6214,73.30,52.38
366,659,6230,73.30,53.44
354,660,6245,73.30,53.44
342,661,6263,73.30,53.44
330,662,6280,73.30,53.44
319,662,6295,73.30,53.44
307,662,6312,73.30,53.44
296,662,6328,73.30,55.02
284,662,6346,73.30,55.02
273,661,6362,73.30,55.02
262,660,6379,73.30,55.02
250,659,6396,73.30,55.02
240,658,6414,73.30,55.02
229,656,6429,73.30,55.55
218,654,6446,73.30,55.55
208,651,6462,73.30,55.55
198,649,6479,73.30,55.55
189,645,6495,73.30,55.55
180,642,6514,73.30,55.55
170,638,6528,73.30,55.55
165,635,6544,73.12,57.83
157,631,6560,73.12,57.83
149,626,6576,73.12,57.83
139,619,6595,73.12,57.83
135,616,6610,73.12,57.83
132,613,6627,73.12,57.83
129,610,6644,72.42,59.85
122,603,6660,72.42,59.85
114,593,6677,72.42,59.85
108,582,6692,72.42,59.85
104,574,6709,72.42,59.85
101,566,6726,72.42,59.85
98,557,6743,70.40,62.05
96,547,6760,70.40,62.05
94,538,6777,70.40,62.05
92,527,6793,70.40,62.05
91,516,6809,70.40,62.05
90,503,6827,70.40,62.05
90,494,6842,67.94,64.42
90,482,6857,67.94,64.42
91,467,6874,67.94,64.42
