x,y,timestamp,encoder_1_deg,encoder_2_deg
405,398,32,57.22,64.16
406,398,46,57.22,64.16
406,398,63,57.22,64.16
407,398,79,57.13,63.98
408,398,96,57.13,63.98
410,398,112,57.13,63.98
410,399,129,57.13,63.98
411,400,147,57.13,63.98
412,401,163,57.13,63.98
413,402,180,57.22,63.90
414,404,199,57.22,63.90
414,406,214,57.22,63.90
414,407,227,57.22,63.90
414,409,244,57.22,63.90
414,413,264,57.22,63.90
413,415,278,57.22,63.72
411,417,294,57.22,63.72
410,421,311,57.22,63.72
409,426,327,57.22,63.72
407,430,345,57.22,63.72
406,433,361,57.22,63.72
402,437,376,57.39,63.46
399,440,392,57.39,63.46
396,442,408,57.39,63.46
391,446,425,57.39,63.46
387,448,441,57.39,63.46
382,450,458,57.39,63.46
378,450,475,58.01,63.46
374,450,491,58.01,63.46
369,450,508,58.01,63.46
364,448,525,58.01,63.46
359,446,541,58.01,63.46
356,444,558,58.01,63.46
352,441,575,58.10,63.90
349,438,590,58.10,63.90
346,433,607,58.10,63.90
343,430,622,58.10,63.90
340,423,641,58.10,63.90
338,419,656,58.10,63.90
335,414,673,57.92,64.42
334,409,691,57.92,64.42
331,403,707,57.92,64.42
330,398,725,57.92,64.42
328,393,742,57.92,64.42
326,387,758,57.92,64.42
326,382,776,56.78,64.16
324,378,792,56.78,64.16
323,373,808,56.78,64.16
323,367,825,56.78,64.16
323,364,840,56.78,64.16
323,359,856,56.78,64.16
324,354,873,56.78,64.16
326,350,890,55.46,64.42
327,346,907,55.46,64.42
330,341,923,55.46,64.42
333,337,939,55.46,64.42
336,333,956,55.46,64.42
339,329,973,55.46,64.42
343,326,989,54.23,64.51
348,322,1006,54.23,64.51
353,318,1023,54.23,64.51
358,315,1039,54.23,64.51
363,313,1055,54.23,64.51
369,311,1072,54.23,64.51
374,310,1089,53.26,64.51
380,308,1106,53.26,64.51
386,307,1123,53.26,64.51
391,306,1139,53.26,64.51
398,305,1155,53.26,64.51
404,305,1171,53.26,64.51
410,305,1189,53.35,64.07
416,305,1206,53.35,64.07
421,306,1222,53.35,64.07
429,306,1241,53.35,64.07
434,306,1256,53.35,64.07
441,306,1272,53.35,64.07
446,307,1289,53.44,64.07
452,309,1305,53.44,64.07
458,310,1322,53.44,64.07
464,312,1339,53.44,64.07
469,314,1355,53.44,64.07
473,317,1371,53.44,64.07
481,320,1389,53.35,63.98
486,324,1405,53.35,63.98
492,327,1421,53.35,63.98
498,331,1438,53.35,63.98
503,335,1455,53.35,63.98
508,339,1472,53.35,63.98
514,343,1488,53.35,63.98
518,348,1505,53.44,63.28
522,353,1522,53.44,63.28
526,358,1538,53.44,63.28
530,364,1555,53.44,63.28
533,370,1572,53.44,63.28
535,375,1589,53.96,63.11
537,382,1604,53.96,63.11
538,388,1621,53.96,63.11
540,394,1638,53.96,63.11
541,402,1655,53.96,63.11
542,409,1672,53.96,63.11
542,414,1689,55.37,62.31
542,423,1706,55.37,62.31
541,428,1722,55.37,62.31
539,434,1738,55.37,62.31
535,448,1757,55.37,62.31
532,455,1773,55.37,62.31
528,464,1790,55.37,62.31
525,471,1807,57.13,61.35
521,480,1823,57.13,61.35
516,487,1839,57.13,61.35
513,491,1854,57.13,61.35
508,498,1871,57.13,61.35
501,510,1889,57.13,61.35
494,516,1906,59.24,60.38
487,523,1922,59.24,60.38
480,530,1939,59.24,60.38
471,537,1955,59.24,60.38
463,543,1972,59.24,60.38
454,549,1990,59.24,60.38
444,554,2006,61.00,59.77
439,557,2020,61.00,59.77
426,562,2037,61.00,59.77
419,564,2052,61.00,59.77
410,567,2069,61.00,59.77
401,569,2084,61.00,59.77
391,570,2101,62.14,59.94
382,570,2119,62.14,59.94
374,570,2135,62.14,59.94
365,569,2151,62.14,59.94
355,567,2168,62.14,59.94
347,566,2185,62.14,59.94
338,564,2201,62.23,60.64
329,562,2218,62.23,60.64
321,559,2235,62.23,60.64
312,556,2251,62.23,60.64
304,554,2268,62.23,60.64
296,550,2284,62.23,60.64
288,546,2302,62.23,60.12
280,542,2319,62.23,60.12
273,538,2335,62.23,60.12
268,535,2351,62.23,60.12
265,533,2367,62.23,60.12
259,528,2384,62.23,60.12
254,522,2402,62.23,60.12
248,517,2417,61.88,60.38
241,509,2434,61.88,60.38
233,498,2451,61.88,60.38
227,490,2467,61.88,60.38
223,483,2485,61.88,60.38
221,478,2499,61.88,60.38
218,471,2514,60.29,62.93
214,463,2532,60.29,62.93
211,456,2551,60.29,62.93
209,448,2566,60.29,62.93
208,436,2585,60.29,62.93
207,430,2599,60.29,62.93
207,421,2615,58.36,65.13
207,411,2631,58.36,65.13
207,402,2649,58.36,65.13
207,393,2665,58.36,65.13
208,382,2681,58.36,65.13
208,374,2698,58.36,65.13
209,364,2715,55.81,67.41
209,355,2732,55.81,67.41
210,349,2746,55.81,67.41
213,338,2765,55.81,67.41
214,332,2780,55.81,67.41
215,324,2795,55.81,67.41
217,319,2812,53.35,69.26
218,316,2830,53.35,69.26
218,311,2845,53.35,69.26
220,305,2861,53.35,69.26
222,298,2877,53.35,69.26
224,292,2894,53.35,69.26
226,286,2911,51.59,70.58
228,280,2928,51.59,70.58
231,274,2944,51.59,70.58
233,269,2960,51.59,70.58
235,263,2978,51.59,70.58
238,258,2996,51.59,70.58
241,254,3011,49.92,71.54
243,250,3029,49.92,71.54
246,245,3045,49.92,71.54
250,241,3061,49.92,71.54
254,235,3077,49.92,71.54
258,231,3094,49.92,71.54
263,227,3110,48.60,72.07
268,222,3129,48.60,72.07
273,218,3145,48.60,72.07
278,214,3160,48.60,72.07
286,208,3178,48.60,72.07
294,203,3195,48.60,72.07
302,199,3211,47.29,72.16
312,194,3228,47.29,72.16
321,191,3245,47.29,72.16
328,188,3261,47.29,72.16
337,185,3278,47.29,72.16
346,182,3295,47.29,72.16
356,178,3311,47.29,72.16
366,176,3329,46.41,71.81
376,174,3345,46.41,71.81
382,172,3360,46.41,71.81
396,170,3377,46.41,71.81
407,167,3395,46.41,71.81
417,166,3410,46.41,71.81
425,164,3427,45.79,71.28
440,162,3444,45.79,71.28
450,161,3461,45.79,71.28
462,160,3479,45.79,71.28
471,160,3495,45.79,71.28
482,161,3512,45.79,71.28
492,162,3528,45.35,70.66
502,163,3545,45.35,70.66
510,166,3562,45.35,70.66
519,169,3578,45.35,70.66
527,172,3595,45.35,70.66
533,174,3610,45.35,70.66
543,180,3628,45.35,70.22
551,185,3645,45.35,70.22
558,191,3661,45.35,70.22
566,198,3678,45.35,70.22
573,203,3694,45.35,70.22
580,209,3710,45.35,70.22
584,216,3726,45.35,69.26
591,224,3741,45.35,69.26
598,231,3759,45.35,69.26
606,239,3774,45.35,69.26
613,248,3791,45.35,69.26
618,258,3808,45.35,69.26
626,266,3824,46.58,66.53
632,276,3840,46.58,66.53
638,286,3858,46.58,66.53
644,298,3876,46.58,66.53
649,310,3894,46.58,66.53
653,320,3910,46.58,66.53
657,331,3928,49.13,65.21
661,342,3942,49.13,65.21
664,353,3959,49.13,65.21
667,365,3976,49.13,65.21
670,376,3992,49.13,65.21
672,388,4007,49.13,65.21
674,401,4025,52.12,63.02
674,413,4041,52.12,63.02
674,426,4058,52.12,63.02
674,437,4074,52.12,63.02
674,450,4090,52.12,63.02
672,462,4108,52.12,63.02
670,473,4124,52.12,63.02
667,486,4142,55.28,63.46
664,496,4159,55.28,63.46
660,508,4175,55.28,63.46
655,518,4192,55.28,63.46
650,530,4209,55.28,63.46
644,541,4225,55.28,63.46
638,552,4240,58.45,63.37
630,564,4258,58.45,63.37
622,574,4274,58.45,63.37
613,586,4290,58.45,63.37
605,596,4306,58.45,63.37
595,606,4322,58.45,63.37
586,615,4339,61.52,62.75
576,625,4355,61.52,62.75
566,634,4371,61.52,62.75
555,642,4388,61.52,62.75
544,650,4405,61.52,62.75
534,657,4421,61.52,62.75
522,662,4439,64.25,62.23
510,666,4455,64.25,62.23
498,670,4472,64.25,62.23
486,674,4489,64.25,62.23
473,678,4505,64.25,62.23
459,680,4522,64.25,62.23
446,682,4538,65.48,62.05
432,682,4555,65.48,62.05
417,683,4571,65.48,62.05
402,683,4587,65.48,62.05
387,682,4604,65.48,62.05
371,681,4621,65.48,62.05
356,678,4637,65.65,63.02
341,676,4653,65.65,63.02
326,674,4669,65.65,63.02
310,670,4686,65.65,63.02
295,666,4704,65.65,63.02
280,662,4720,65.65,63.02
265,658,4737,65.65,63.02
250,654,4753,65.74,62.40
234,648,4770,65.74,62.40
221,643,4787,65.74,62.40
206,638,4803,65.74,62.40
192,633,4821,65.74,62.40
179,626,4838,65.74,62.40
167,620,4854,65.21,63.19
156,612,4870,65.21,63.19
145,603,4887,65.21,63.19
135,594,4904,65.21,63.19
126,583,4921,65.21,63.19
117,572,4938,65.21,63.19
110,560,4955,63.28,67.68
103,546,4972,63.28,67.68
97,533,4988,63.28,67.68
92,518,5005,63.28,67.68
88,503,5022,63.28,67.68
86,492,5038,63.28,67.68
81,471,5056,59.94,72.16
78,457,5073,59.94,72.16
77,446,5088,59.94,72.16
74,426,5107,59.94,72.16
74,415,5122,59.94,72.16
73,400,5138,59.94,72.16
73,385,5155,56.07,76.38
74,370,5172,56.07,76.38
74,354,5189,56.07,76.38
75,340,5205,56.07,76.38
77,326,5221,56.07,76.38
80,311,5238,56.07,76.38
83,297,5255,52.29,80.24
87,283,5272,52.29,80.24
91,270,5289,52.29,80.24
95,258,5307,52.29,80.24
100,244,5322,52.29,80.24
105,232,5339,52.29,80.24
114,220,5355,48.78,83.58
121,208,5373,48.78,83.58
126,202,5388,48.78,83.58
133,191,5404,48.78,83.58
142,180,5421,48.78,83.58
151,170,5439,48.78,83.58
165,155,5457,45.88,85.69
171,149,5472,45.88,85.69
182,139,5488,45.88,85.69
194,130,5505,45.88,85.69
205,121,5522,45.88,85.69
217,113,5538,45.88,85.69
230,104,5555,43.33,86.13
242,97,5572,43.33,86.13
254,89,5589,43.33,86.13
268,83,5606,43.33,86.13
282,76,5622,43.33,86.13
297,70,5638,43.33,86.13
310,65,5654,41.22,86.22
325,60,5671,41.22,86.22
339,57,5687,41.22,86.22
354,54,5705,41.22,86.22
369,52,5720,41.22,86.22
383,50,5737,41.22,86.22
398,48,5754,39.99,85.78
414,48,5770,39.99,85.78
429,47,5787,39.99,85.78
442,48,5804,39.99,85.78
459,50,5821,39.99,85.78
473,51,5838,39.99,85.78
489,52,5855,39.99,85.78
502,56,5870,39.64,85.96
518,60,5887,39.64,85.96
530,64,5904,39.64,85.96
545,69,5921,39.64,85.96
558,75,5938,39.64,85.96
570,82,5954,39.64,84.64
582,90,5972,39.64,84.64
592,98,5988,39.64,84.64
603,109,6004,39.64,84.64
613,117,6021,39.64,84.64
623,129,6038,39.64,84.64
633,140,6054,39.64,84.64
642,150,6071,40.08,83.23
650,162,6088,40.08,83.23
660,174,6104,40.08,83.23
670,185,6121,40.08,83.23
679,197,6138,40.08,83.23
693,214,6156,40.08,83.23
702,226,6172,42.45,81.30
712,238,6189,42.45,81.30
722,250,6205,42.45,81.30
730,263,6222,42.45,81.30
739,278,6239,42.45,81.30
748,291,6256,42.45,81.30
756,306,6272,45.97,79.72
764,319,6289,45.97,79.72
770,334,6305,45.97,79.72
777,348,6321,45.97,79.72
782,362,6338,45.97,79.72
786,377,6354,45.97,79.72
790,392,6371,49.83,77.26
792,406,6387,49.83,77.26
794,421,6403,49.83,77.26
794,436,6419,49.83,77.26
794,451,6436,49.83,77.26
792,466,6453,49.83,77.26
789,482,6469,54.05,75.32
785,496,6486,54.05,75.32
779,512,6503,54.05,75.32
774,526,6519,54.05,75.32
766,540,6535,54.05,75.32
758,554,6551,54.05,75.32
749,569,6567,58.36,75.76
738,583,6584,58.36,75.76
726,598,6601,58.36,75.76
714,613,6618,58.36,75.76
702,628,6633,58.36,75.76
690,643,6651,58.36,75.76
678,658,6668,62.40,75.32
666,674,6684,62.40,75.32
653,689,6700,62.40,75.32
641,704,6716,62.40,75.32
629,718,6734,62.40,75.32
616,730,6750,62.40,75.32
